casenumber,location,reported_date,month,year,offense_desc,statute_code,statute_desc,counts,reporting_officer,unique_id,latitude,longitude,source,violent_cat,property_cat
2023-00094353,ELMWOOD AVE &  MAWNEY ST,2023-11-16T15:57:00.000,11,2023,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,WSherrill,2023-00094353-001,41.80357360210938,-71.42570496423741,RIDOT,None,None
2023-00094342,0 Block LEDGE ST,2023-11-16T15:14:02.000,11,2023,Request for Assistance,Not Used,No Violations,0,IQuinn,2023-00094342-001,41.85365959050006,-71.41862998149998,E911,None,None
2023-00094329,BARNES ST &  THAYER ST,2023-11-16T14:59:58.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,SKawejsza,2023-00094329-001,41.832976168467226,-71.40128309755434,RIDOT,None,None
2023-00094313,CRANSTON ST  &  BENEDICT ST,2023-11-16T14:01:00.000,11,2023,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,ESoloman,2023-00094313-001,41.80537413831846,-71.4373550483221,RIDOT,None,None
2023-00094311,CRANSTON ST &  WALDO ST,2023-11-16T13:55:00.000,11,2023,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,VLopez,2023-00094311-001,41.80633925680917,-71.43629456405131,RIDOT,None,None
2023-00094310,0 Block HARRISON ST,2023-11-16T13:44:19.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MCamardo,2023-00094310-001,41.81528815450005,-71.42951771699995,E911,None,None
2023-00094305,700 Block CRANSTON ST,2023-11-16T13:15:00.000,11,2023,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,ESoloman,2023-00094305-001,41.804482163000046,-71.43812548149995,E911,None,None
2023-00094296,0 Block KENNEDY PLZ,2023-11-16T12:47:00.000,11,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,VTavarez,2023-00094296-001,41.82467416900005,-71.41238447799995,E911,None,Larceny-theft
2023-00502573,0 Block ZONE ST,2023-11-16T12:39:46.000,11,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField,2023-00502573-001,41.83385045600005,-71.42737798549996,E911,None,Larceny-theft
2023-00502572,100 Block BRIGGS ST,2023-11-16T12:15:43.000,11,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00502572-001,41.801502538500074,-71.40838364899997,E911,None,Larceny-theft
2023-00094284,0 Block HOLLYWOOD RD,2023-11-16T12:15:00.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,EEspinal,2023-00094284-001,41.816078109000074,-71.43233744999998,E911,None,None
2023-00502571,0 Block WOOD ST,2023-11-16T11:59:00.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502571-001,41.812660565000044,-71.43371933149996,E911,None,None
2023-00094278,300 Block WEYBOSSET ST,2023-11-16T11:57:00.000,11,2023,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,Central Station,2023-00094278-001,41.82023897100004,-71.41361589499996,E911,None,None
2023-00094277,100 Block BRIDGHAM ST,2023-11-16T11:51:00.000,11,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station,2023-00094277-001,41.81678395250006,-71.42804636699998,E911,None,None
2023-00094275,0 Block DUNCAN AVE,2023-11-16T11:47:00.000,11,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station,2023-00094275-001,41.841357013500044,-71.40631609949995,E911,None,None
2023-00094274,0 Block ARCH ST,2023-11-16T11:36:00.000,11,2023,Request for Assistance,Not Used,No Violations,0,JLeone,2023-00094274-001,41.81207705150007,-71.42462186699996,E911,None,None
2023-00094251,100 Block DELAINE ST,2023-11-16T10:39:00.000,11,2023,Weapons,11-47-5,POSS OF ARMS BY CONVICT IN CRIME OF VIOL/FUGITIVE,1,DPfeiffer,2023-00094251-001,41.818707715000045,-71.44325193699996,E911,None,None
2023-00094248,0 Block CHAPIN AVE,2023-11-16T10:31:00.000,11,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station,2023-00094248-001,41.81202167100005,-71.43325834799995,E911,None,Larceny-theft
2023-00094229,100 Block THURBERS AVE,2023-11-16T08:57:00.000,11,2023,Fraud,Not Used,"Under Investigation, Offense Pending",0,KShea,2023-00094229-001,41.79972642700005,-71.40659741099995,E911,None,None
2023-00094223,300 Block WILLIAMS ST,2023-11-16T08:37:00.000,11,2023,Auto Towed,Not Used,Parking or MV Violation,0,AHampton,2023-00094223-001,41.82307056350004,-71.39146644499996,E911,None,None
2023-00502568,0 Block HUDSON ST,2023-11-16T08:06:37.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502568-001,41.81343246200004,-71.43404012049996,E911,None,None
2023-00502567,200 Block CARPENTER ST,2023-11-16T07:43:47.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502567-001,41.81867660100005,-71.42750841599997,E911,None,None
2023-00094212,0 Block WILLOW ST,2023-11-16T07:36:00.000,11,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station,2023-00094212-001,41.814289089000056,-71.43441415149994,E911,None,Larceny-theft
2023-00094198,200 Block VEAZIE ST,2023-11-16T03:46:00.000,11,2023,Assistance Rendered,Not Used,No Violations,0,MTueros,2023-00094198-001,41.851894118000075,-71.43449357699996,E911,None,None
2023-00094193,0 Block PROVIDENCE PL,2023-11-16T02:50:22.000,11,2023,Dispersals,Not Used,No Violations,0,BJohnson,2023-00094193-001,41.827849931500054,-71.41595903999996,E911,None,None
2023-00094185,WESTMINSTER ST &  CATHEDRAL SQ,2023-11-16T01:25:01.000,11,2023,"Larceny, Purse-snatching",11-41-7,LARCENY FROM THE PERSON - PURSE SNATCHING,1,CSalinas,2023-00094185-001,41.820405495235406,-71.4161059530338,RIDOT,None,Larceny-theft
2023-00502566,400 Block MT PLEASANT AVE,2023-11-15T22:09:36.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502566-001,41.83890627450003,-71.45050959699995,E911,None,None
2023-00094150,ALLENS AVE &  OXFORD ST,2023-11-15T21:44:00.000,11,2023,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,WSherrill,2023-00094150-001,41.8040428119611,-71.4018554791768,RIDOT,None,None
2023-00094150,ALLENS AVE &  OXFORD ST,2023-11-15T21:44:00.000,11,2023,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,WSherrill,2023-00094150-002,41.8040428119611,-71.4018554791768,RIDOT,None,None
2023-00094150,ALLENS AVE &  OXFORD ST,2023-11-15T21:44:00.000,11,2023,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,WSherrill,2023-00094150-003,41.8040428119611,-71.4018554791768,RIDOT,None,None
2023-00094140,300 Block WASHINGTON ST,2023-11-15T20:53:00.000,11,2023,RI Statute Violation,44-19-27,Do Not Use - Repealed,1,NULL,2023-00094140-001,41.81911086050005,-71.42140335999997,E911,None,None
2023-00094130,100 Block BROAD ST,2023-11-15T20:01:00.000,11,2023,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,JMota,2023-00094130-001,41.81743972350006,-71.41676518499997,E911,None,None
2023-00094127,400 Block SMITHFIELD AVE,2023-11-15T19:50:13.000,11,2023,Trespass,Not Used,No Violations,0,IQuinn,2023-00094127-001,41.85763056700006,-71.41131292649996,E911,None,None
2023-00094117,0 Block DORRANCE ST,2023-11-15T19:00:56.000,11,2023,Request for Assistance,Not Used,No Violations,0,GGenao,2023-00094117-001,41.82381659250004,-71.41228919699995,E911,None,None
2023-00502564,100 Block SUMTER ST,2023-11-15T18:34:28.000,11,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00502564-001,41.79594669250005,-71.41939507399997,E911,None,Larceny-theft
2023-00094107,0 Block ALTHEA ST,2023-11-15T18:27:00.000,11,2023,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,ESoloman,2023-00094107-001,41.80681436350005,-71.43096228749997,E911,None,None
2023-00094107,0 Block ALTHEA ST,2023-11-15T18:27:00.000,11,2023,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,ESoloman,2023-00094107-002,41.80681436350005,-71.43096228749997,E911,None,None
2023-00094107,0 Block ALTHEA ST,2023-11-15T18:27:00.000,11,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,ESoloman,2023-00094107-003,41.80681436350005,-71.43096228749997,E911,None,None
2023-00094104,BROOK ST &  BOWEN ST,2023-11-15T18:17:44.000,11,2023,Assistance Rendered,Not Used,No Violations,0,SKawejsza,2023-00094104-001,41.83086395060467,-71.39981080435935,RIDOT,None,None
2023-00502563,0 Block BENEFIT ST,2023-11-15T18:04:08.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502563-001,41.83265402150005,-71.40938330999995,E911,None,None
2023-00094096,CRANSTON ST &  ALTHEA ST,2023-11-15T17:49:00.000,11,2023,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2,NAyala,2023-00094096-001,41.80773162146077,-71.43507386183096,RIDOT,None,None
2023-00094090,400 Block DOUGLAS AVE,2023-11-15T17:33:50.000,11,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,IQuinn,2023-00094090-001,41.842693669000056,-71.42778424599996,E911,None,Larceny-theft
2023-00094082,100 Block BROAD ST,2023-11-15T17:14:00.000,11,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,KShea,2023-00094082-001,41.81743972350006,-71.41676518499997,E911,None,None
2023-00094074,JEWETT ST &  CALVERLEY ST,2023-11-15T16:38:00.000,11,2023,Traffic Violation,31-11-18.1,"Driving after Denial, Revocation or Suspension for Misd.",1,RCriner,2023-00094074-001,41.832611078592315,-71.42096711655512,RIDOT,None,None
2023-00094060,0 Block ST JAMES ST,2023-11-15T15:54:00.000,11,2023,Stolen Property,Not Used,No violations,0,Central Station,2023-00094060-001,41.80636506400003,-71.41603385349995,E911,None,None
2023-00094045,0 Block CENTRAL ST,2023-11-15T15:05:00.000,11,2023,Embezzelment,11-41-12,FRAUDULENT CONVERSION BY AGENT OR FACTOR,1,Central Station,2023-00094045-001,41.81449960800006,-71.42223791649994,E911,None,None
2023-00094041,0 Block NEWARK ST,2023-11-15T14:38:00.000,11,2023,Request for Assistance,Not Used,No Violations,0,Central Station,2023-00094041-001,41.82549474950005,-71.44138299449997,E911,None,None
2023-00094032,200 Block BROAD ST,2023-11-15T13:32:00.000,11,2023,Traffic Violation,31-9-1,Driving Without Consent of Owner,1,GVargas,2023-00094032-001,41.81573313650006,-71.41932951699997,E911,None,None
2023-00094032,200 Block BROAD ST,2023-11-15T13:32:00.000,11,2023,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,GVargas,2023-00094032-002,41.81573313650006,-71.41932951699997,E911,None,None
2023-00094026,0 Block PROVIDENCE PL,2023-11-15T13:16:00.000,11,2023,Assistance Rendered,Not Used,No Violations,0,JO,2023-00094026-001,41.827849931500054,-71.41595903999996,E911,None,None
2023-00094021,0 Block LAUREL HILL AVE,2023-11-15T12:50:05.000,11,2023,Assistance Rendered,Not Used,No Violations,0,JLugo,2023-00094021-001,41.816282867500064,-71.45555158349998,E911,None,None
2023-00094007,OCEAN ST &  THURBERS AVE,2023-11-15T12:03:00.000,11,2023,Auto Towed,Not Used,Parking or MV Violation,0,JMota,2023-00094007-001,41.79929732497069,-71.40899659272156,RIDOT,None,None
2023-00094009,100 Block HARRISON ST,2023-11-15T12:01:00.000,11,2023,Suspicious Person,Not Used,No Violations,0,JLeone,2023-00094009-001,41.81249510850006,-71.42841959599994,E911,None,None
2023-00094002,100 Block MAGNOLIA ST,2023-11-15T11:35:52.000,11,2023,Disturbance,Not Used,No Violations,0,DRosso,2023-00094002-001,41.81297751000005,-71.44689194999998,E911,None,None
2023-00093998,0 Block SABIN ST,2023-11-15T11:34:00.000,11,2023,Disturbance,Not Used,No Violations,0,JAntoniou,2023-00093998-001,41.82457173700004,-71.41701965899995,E911,None,None
2023-00093997,400 Block MANTON AVE,2023-11-15T11:33:00.000,11,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station,2023-00093997-001,41.825423810000046,-71.45496598349996,E911,None,Larceny-theft
2023-00093996,100 Block ROOSEVELT ST,2023-11-15T11:21:15.000,11,2023,Assistance Rendered,Not Used,No Violations,0,JLugo,2023-00093996-001,41.81129295750003,-71.44967598399998,E911,None,None
2023-00502562,300 Block BLACKSTONE BLVD,2023-11-15T10:56:42.000,11,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00502562-001,41.84559520150006,-71.38325713699996,E911,None,Larceny-theft
2023-00093986,0 Block CATHEDRAL AVE,2023-11-15T10:49:00.000,11,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MTella,2023-00093986-001,41.84307271000006,-71.45053340949997,E911,None,Larceny-theft
2023-00093994,0 Block VINEYARD ST,2023-11-15T10:45:00.000,11,2023,Fraud,Not Used,"Under Investigation, Offense Pending",0,JLeone,2023-00093994-001,41.80089676850005,-71.42873852399995,E911,None,None
2023-00093983,ELMWOOD AVE &  WHITNEY ST,2023-11-15T10:40:00.000,11,2023,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,LMarroquin,2023-00093983-001,41.78211211959923,-71.4194946412224,RIDOT,None,None
2023-00093981,100 Block NIANTIC AVE,2023-11-15T10:28:00.000,11,2023,Fraud,Not Used,"Under Investigation, Offense Pending",0,PCaminero,2023-00093981-001,41.799212357000044,-71.43862379999996,E911,None,None
2023-00093973,CADILLAC DR &  MELROSE ST,2023-11-15T09:43:33.000,11,2023,Auto Towed,Not Used,Parking or MV Violation,0,CVingi,2023-00093973-001,41.79022216440626,-71.41834259851991,RIDOT,None,None
2023-00093940,0 Block NARRAGANSETT AVE,2023-11-15T06:58:00.000,11,2023,Auto Towed,Not Used,Parking or MV Violation,0,PCaminero,2023-00093940-001,41.79242679600006,-71.42578713049994,E911,None,None
2023-00093931,0 Block GENEVA ST,2023-11-15T03:37:26.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,KLudovici,2023-00093931-001,41.83149468500005,-71.44100367599995,E911,None,None
2023-00093930,0 Block ALTON ST,2023-11-15T03:30:29.000,11,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,JGuiot,2023-00093930-001,41.82960648300005,-71.44034097449997,E911,None,None
2023-00093922,100 Block PARADE ST,2023-11-15T02:05:31.000,11,2023,City Ordinance Violation,Not Used,No Violations,0,THoulihan,2023-00093922-001,41.81190700600004,-71.43118439649996,E911,None,None
2023-00093908,0 Block STAMFORD AVE,2023-11-15T00:58:39.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DCarias,2023-00093908-001,41.77937081300004,-71.41889871249998,E911,None,None
2023-00093899,0 Block MODENA AVE,2023-11-15T00:14:00.000,11,2023,Auto Towed,Not Used,Parking or MV Violation,0,RSavage,2023-00093899-001,41.845624717500044,-71.44846540149996,E911,None,None
2023-00093897,400 Block PINE ST,2023-11-15T00:11:40.000,11,2023,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,CFleurant,2023-00093897-001,41.81311428300006,-71.41896000499997,E911,None,None
2023-00093896,100 Block VEAZIE ST,2023-11-15T00:02:00.000,11,2023,"Assault, Aggravated",11-5-2.1,FELONY ASSAULT/USE DEVICE SIMILAR TO FIREARM,1,LPrete,2023-00093896-001,41.84908072050004,-71.43345960949995,E911,Aggravated Assault,None
2023-00093887,0 Block ACADEMY AVE,2023-11-14T23:24:00.000,11,2023,Forgery,11-47-3.2-A,USE OF A FA WHILE COMMITTING A CRIME OF VIOLENCE,1,JGuiot,2023-00093887-001,41.82618008850005,-71.44358686699996,E911,None,None
2023-00093887,0 Block ACADEMY AVE,2023-11-14T23:24:00.000,11,2023,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,JGuiot,2023-00093887-002,41.82618008850005,-71.44358686699996,E911,None,None
2023-00093887,0 Block ACADEMY AVE,2023-11-14T23:24:00.000,11,2023,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,JGuiot,2023-00093887-003,41.82618008850005,-71.44358686699996,E911,Robbery,None
2023-00093887,0 Block ACADEMY AVE,2023-11-14T23:24:00.000,11,2023,RI Statute Violation,11-1-6,CONSPIRACY - ALL OTH OFFENSE,1,JGuiot,2023-00093887-004,41.82618008850005,-71.44358686699996,E911,None,None
2023-00093887,0 Block ACADEMY AVE,2023-11-14T23:24:00.000,11,2023,Weapons,11-47-24,ALTER OF MARKS OF IDENTIFICATION ON A FIREARM - WEAPON VIOL,1,JGuiot,2023-00093887-005,41.82618008850005,-71.44358686699996,E911,None,None
2023-00093879,100 Block RUTHERGLEN AVE,2023-11-14T22:45:37.000,11,2023,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,DCarias,2023-00093879-001,41.78704536200004,-71.42888405199997,E911,None,None
2023-00093880,0 Block PEMBROKE AVE,2023-11-14T22:36:45.000,11,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,JCortorreal,2023-00093880-001,41.83817818800006,-71.43071956949996,E911,None,Larceny-theft
2023-00093880,0 Block PEMBROKE AVE,2023-11-14T22:36:45.000,11,2023,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,JCortorreal,2023-00093880-002,41.83817818800006,-71.43071956949996,E911,None,Burglary
2023-00093875,500 Block PLAINFIELD ST,2023-11-14T21:49:00.000,11,2023,Traffic Violation,31-26-2,Duty to Stop in Accidents Resulting in Damage to Attended Vehicles,1,NEastman,2023-00093875-001,41.81299777500007,-71.45691661549998,E911,None,None
2023-00093874,100 Block SPRUCE ST,2023-11-14T21:36:00.000,11,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,KHeron,2023-00093874-001,41.82440994350006,-71.42803176199996,E911,None,Motor Vehicle Theft
2023-00093859,0 Block GARFIELD AVE,2023-11-14T20:06:00.000,11,2023,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,1,PTesseris,2023-00093859-001,41.83493895150005,-71.43226328299997,E911,None,None
2023-00093859,0 Block GARFIELD AVE,2023-11-14T20:06:00.000,11,2023,Drug Offenses,21-28-4.01-A2B,MANUFACTURE/POSS/DELIVER SCH III/IV,1,PTesseris,2023-00093859-002,41.83493895150005,-71.43226328299997,E911,None,None
2023-00093859,0 Block GARFIELD AVE,2023-11-14T20:06:00.000,11,2023,RI Statute Violation,21-28-4.08,CONTROLLED SUBSTANCE CONSPIRACY,1,PTesseris,2023-00093859-003,41.83493895150005,-71.43226328299997,E911,None,None
2023-00502560,0 Block E TRANSIT ST,2023-11-14T20:01:25.000,11,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField,2023-00502560-001,41.82166925700005,-71.39169600249994,E911,None,None
2023-00093848,100 Block INDIANA AVE,2023-11-14T18:57:00.000,11,2023,House Fire,Not Used,No violations,0,WSherrill,2023-00093848-001,41.79052874400003,-71.39615956949996,E911,None,None
2023-00502559,0 Block ROCHAMBEAU AVE,2023-11-14T18:47:39.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502559-001,41.846779090500064,-71.40282503599997,E911,None,None
2023-00502557,0 Block BRANCH AVE,2023-11-14T17:03:30.000,11,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField,2023-00502557-001,41.84268908050004,-71.40888687549995,E911,None,Larceny-theft
2023-00093816,400 Block CRANSTON ST,2023-11-14T16:36:00.000,11,2023,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,DWilson,2023-00093816-001,41.81048107050006,-71.43257663249994,E911,Aggravated Assault,None
2023-00093811,800 Block ELMWOOD AVE,2023-11-14T16:16:00.000,11,2023,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,Central Station,2023-00093811-001,41.78931030000007,-71.42132106899996,E911,None,Larceny-theft
2023-00093804,100 Block GANO ST,2023-11-14T15:44:00.000,11,2023,Weapons,11-47-42,WEAPONS OTHER THAN FIREARMS PROHIBITED,1,LPelaez,2023-00093804-001,41.823671448000056,-71.39007132499998,E911,None,None
2023-00093804,100 Block GANO ST,2023-11-14T15:44:00.000,11,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,2,LPelaez,2023-00093804-002,41.823671448000056,-71.39007132499998,E911,None,None
2023-00093803,700 Block HOPE ST,2023-11-14T15:39:27.000,11,2023,"Larceny, Purse-snatching",11-41-7,LARCENY FROM THE PERSON - PURSE SNATCHING,1,PHourahan,2023-00093803-001,41.847433212000055,-71.39574063449996,E911,None,Larceny-theft
2023-00093796,300 Block BROAD ST,2023-11-14T15:03:00.000,11,2023,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,CNicholls,2023-00093796-001,41.81372271350003,-71.42161456549997,E911,None,None
2023-00093795,300 Block ATWELLS AVE,2023-11-14T14:54:00.000,11,2023,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,KHeron,2023-00093795-001,41.82390767100006,-71.42911807299996,E911,None,Larceny-theft
2023-00093788,0 Block LAUREL HILL AVE,2023-11-14T14:20:00.000,11,2023,Request for Assistance,Not Used,No Violations,0,JManown,2023-00093788-001,41.816282867500064,-71.45555158349998,E911,None,None
2023-00093782,700 Block CRANSTON ST,2023-11-14T13:42:00.000,11,2023,Narcotics Violation,Not Used,"Under Investigation, Offense Pending",0,EAlarcon,2023-00093782-001,41.804482163000046,-71.43812548149995,E911,None,None
2023-00093755,0 Block GALLUP ST,2023-11-14T11:45:00.000,11,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station,2023-00093755-001,41.80060956600005,-71.40966423749995,E911,None,None
2023-00093744,100 Block CAMDEN AVE,2023-11-14T10:25:00.000,11,2023,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,TCalandra,2023-00093744-001,41.83936243100007,-71.42694289999994,E911,None,None
2023-00093744,100 Block CAMDEN AVE,2023-11-14T10:25:00.000,11,2023,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,TCalandra,2023-00093744-002,41.83936243100007,-71.42694289999994,E911,None,None
2023-00093744,100 Block CAMDEN AVE,2023-11-14T10:25:00.000,11,2023,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,TCalandra,2023-00093744-003,41.83936243100007,-71.42694289999994,E911,None,None
2023-00502553,400 Block ELMGROVE AVE,2023-11-14T10:06:44.000,11,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00502553-001,41.843316597500035,-71.39211161449995,E911,None,Larceny-theft
2023-00093737,N MAIN ST &  HOWLAND ST,2023-11-14T09:59:00.000,11,2023,RI Statute Violation,12-9-3,GOVERNORS DUTY TO DELIVER FUGITIVES FROM JUSTICE,1,JStanzione,2023-00093737-001,41.83041000187987,-71.4102478070916,RIDOT,None,None
2023-00093730,0 Block DORRANCE ST,2023-11-14T09:42:00.000,11,2023,"Fraud, Swindle",11-41-4,OBT. MONEY-FALSE PRETENSE/PERSONATION/U $1500 - FALSE PRETENSE,1,GSlater,2023-00093730-001,41.82381659250004,-71.41228919699995,E911,None,None
2023-00093729,0 Block GODDARD ST,2023-11-14T09:40:27.000,11,2023,Auto Towed,Not Used,Parking or MV Violation,0,CVingi,2023-00093729-001,41.83481632150006,-71.41972858599996,E911,None,None
2023-00093728,700 Block BRANCH AVE,2023-11-14T09:32:00.000,11,2023,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,Central Station,2023-00093728-001,41.85349825950007,-71.43025511249996,E911,None,Larceny-theft
2023-00093727,900 Block BROAD ST,2023-11-14T09:26:00.000,11,2023,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,KShea,2023-00093727-001,41.79863663450004,-71.41518439949996,E911,None,None
2023-00093727,900 Block BROAD ST,2023-11-14T09:26:00.000,11,2023,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,KShea,2023-00093727-002,41.79863663450004,-71.41518439949996,E911,None,Larceny-theft
2023-00093721,0 Block JOSEPH ST,2023-11-14T08:55:15.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MSandorse,2023-00093721-001,41.85535684100006,-71.44375204099995,E911,None,None
2023-00093714,0 Block W PARK ST,2023-11-14T08:43:36.000,11,2023,Auto Towed,Not Used,Parking or MV Violation,0,CVingi,2023-00093714-001,41.83141526000003,-71.41961573399996,E911,None,None
2023-00502552,0 Block GESLER ST,2023-11-14T07:41:53.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502552-001,41.82274106150004,-71.43188952699995,E911,None,None
2023-00093702,0 Block W FRIENDSHIP ST,2023-11-14T07:33:00.000,11,2023,Weapons,11-47-42,WEAPONS OTHER THAN FIREARMS PROHIBITED,1,JButen,2023-00093702-001,41.80980771350005,-71.42254924049996,E911,None,None
2023-00093702,0 Block W FRIENDSHIP ST,2023-11-14T07:33:00.000,11,2023,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,JButen,2023-00093702-002,41.80980771350005,-71.42254924049996,E911,None,None
2023-00093693,600 Block ADMIRAL ST,2023-11-14T04:56:00.000,11,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,NLaFazia,2023-00093693-001,41.84871260150004,-71.43821438449996,E911,None,None
2023-00093690,0 Block RUTHERGLEN AVE,2023-11-14T04:48:57.000,11,2023,Auto Towed,Not Used,Parking or MV Violation,0,DCarias,2023-00093690-001,41.78701305250004,-71.42534106649998,E911,None,None
2023-00093689,200 Block WEYBOSSET ST,2023-11-14T04:26:30.000,11,2023,Auto Towed,Not Used,Parking or MV Violation,0,JAbatiello,2023-00093689-001,41.82120825900003,-71.41285625799995,E911,None,None
2023-00093666,100 Block CORLISS ST,2023-11-14T00:35:00.000,11,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,THoulihan,2023-00093666-001,41.842180842500056,-71.41211307249998,E911,None,None
2023-00093666,100 Block CORLISS ST,2023-11-14T00:35:00.000,11,2023,"Assault, Aggravated",11-5-1,ASSAULT W/ INTENT TO COMMIT A FELONY - SERIOUS INJURY,1,THoulihan,2023-00093666-002,41.842180842500056,-71.41211307249998,E911,Aggravated Assault,None
