casenumber,location,reported_date,month,year,offense_desc,statute_code,statute_desc,counts,reporting_officer,unique_id,violent_cat,property_cat
2023-00502456,0 Block N CORLISS,2023-10-30T06:07:02.000,10,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField,2023-00502456-001,None,None
2023-00502454,CLADRASTIS AVE & MAPLE AVE,2023-10-29T21:43:05.000,10,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00502454-001,None,Larceny-theft
2023-00502452,100 Block REEDSDALE RD,2023-10-29T19:15:44.000,10,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00502452-001,None,Larceny-theft
2023-00089251,RATHBONE ST,2023-10-29T15:02:00.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station,2023-00089251-001,None,None
2023-00089243,CLIFFORD STREET,2023-10-29T14:30:00.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station,2023-00089243-001,None,None
2023-00089244,0 Block DESOSTO ST. ST,2023-10-29T14:07:05.000,10,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,ABrodeur,2023-00089244-001,None,None
2023-00089180,E FRANKLIN ST & CLIFFORD ST,2023-10-29T07:29:00.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MSheridan,2023-00089180-001,None,None
2023-00089168,100 Block SABIN ST,2023-10-29T06:46:10.000,10,2023,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,CFernandez,2023-00089168-001,None,None
2023-00089140,0 Block PLEASANT VALLEY,2023-10-29T03:38:42.000,10,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,DPalumbo,2023-00089140-001,None,None
2023-00502449,NORTH MAIN ST,2023-10-29T03:12:49.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502449-001,None,None
2023-00089122,WEYBOSSET ST,2023-10-29T02:58:54.000,10,2023,Assistance Rendered,Not Used,No Violations,0,MKelley,2023-00089122-001,None,None
2023-00502448,NORTH MAIN ST,2023-10-29T02:58:32.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502448-001,None,None
2023-00088947,UNION AVE,2023-10-28T20:09:00.000,10,2023,Request for Assistance,Not Used,No violations,0,Central Station,2023-00088947-001,None,None
2023-00502444,CLIFFORD ST,2023-10-28T17:30:34.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502444-001,None,None
2023-00502440,CLIFFORD ST,2023-10-28T12:53:02.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502440-001,None,None
2023-00502439,FC GREEN MEMORIAL BLVD,2023-10-28T11:50:38.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502439-001,None,None
2023-00502434,0 Block W CANAL ST,2023-10-27T23:59:21.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502434-001,None,None
2023-00502432,POCCASETT,2023-10-27T23:27:30.000,10,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00502432-001,None,Larceny-theft
2023-00502426,NORTH MAIN ST,2023-10-27T22:14:50.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502426-001,None,None
2023-00502425,PINE HILL AVE,2023-10-27T22:00:15.000,10,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00502425-001,None,Larceny-theft
2023-00502421,F C GREENE MEMORIAL BLVD BLVD,2023-10-27T21:25:28.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502421-001,None,None
2023-00502419,UNIÓN ELERY,2023-10-27T20:31:42.000,10,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00502419-001,None,Larceny-theft
2023-00502408,LINCOLN AVE,2023-10-27T08:45:03.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502408-001,None,None
2023-00502406,CLADRASTIS AVE  &  MAPLE AVE AVE,2023-10-27T00:36:58.000,10,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00502406-001,None,Larceny-theft
2023-00087819,STATE ST & ORMS ST  YR150,2023-10-25T11:08:00.000,10,2023,Motor Vehicle Violation,Not Used,No violations,0,JLanier,2023-00087819-001,None,None
2023-00502395,ASHBURN ST,2023-10-24T23:16:01.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502395-001,None,None
2023-00087530,200 Block O'CONNELL ST,2023-10-24T10:41:01.000,10,2023,Request for Assistance,Not Used,No Violations,0,RSanchez,2023-00087530-001,None,None
2023-00502384,SHERWOOD ST,2023-10-23T11:39:00.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502384-001,None,None
2023-00087220,LEGION MEMORIAL PARK,2023-10-23T10:10:10.000,10,2023,Assistance Rendered,Not Used,No Violations,0,MKelley,2023-00087220-001,None,None
2023-00502377,PINE,2023-10-22T11:48:05.000,10,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00502377-001,None,Larceny-theft
2023-00086968,0 Block ROGER WILLIAMS GREEN,2023-10-22T10:53:43.000,10,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THE,1,TGomes,2023-00086968-001,None,Motor Vehicle Theft
2023-00502370,PARK ST,2023-10-21T22:19:04.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502370-001,None,None
2023-00502366,ELM ST,2023-10-21T12:05:42.000,10,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MTroia,2023-00502366-001,None,Larceny-theft
2023-00086665,100 Block SABIN ST,2023-10-21T11:02:00.000,10,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,Central Station,2023-00086665-001,None,None
2023-00502362,N N MAIN ST  &  THOMAS ST,2023-10-21T02:58:13.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502362-001,None,None
2023-00502358,CANAL ST,2023-10-20T23:42:56.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502358-001,None,None
2023-00502357,CANAL ST,2023-10-20T22:45:34.000,10,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MTroia,2023-00502357-001,None,Larceny-theft
2023-00085977,WALDO STREET,2023-10-19T09:04:00.000,10,2023,Prostitution,Not Used,"Under Investigation, Offense Pending",0,ECuri,2023-00085977-001,None,None
2023-00502346,FRANCIS ST,2023-10-18T21:12:41.000,10,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MTroia,2023-00502346-001,None,Larceny-theft
2023-00085825,0 Block BOWLET ST,2023-10-18T17:19:00.000,10,2023,Auto Towed,Not Used,Parking or MV Violation,0,MPetteruto,2023-00085825-001,None,None
2023-00085520,PAVILLION AVE,2023-10-17T18:16:00.000,10,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,Central Station,2023-00085520-001,None,Motor Vehicle Theft
2023-00085385,WEYBOSSET ST,2023-10-17T10:53:00.000,10,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station,2023-00085385-001,None,Larceny-theft
2023-00502327,100 Block WASHIGHTON ST,2023-10-16T13:38:31.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502327-001,None,None
2023-00502326,100 Block UNION,2023-10-16T13:13:31.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502326-001,None,None
2023-00085102,BODELL AVE,2023-10-16T11:36:00.000,10,2023,Request for Assistance,Not Used,No Violations,0,Central Station,2023-00085102-001,None,None
2023-00502322,GREENE ST,2023-10-16T11:14:32.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502322-001,None,None
2023-00502321,SPRAGUE ST,2023-10-16T10:08:50.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502321-001,None,None
2023-00502315,TROY STREET,2023-10-15T15:47:04.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502315-001,None,None
2023-00502305,0 Block BROADWAY ST,2023-10-15T09:42:54.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502305-001,None,None
2023-00084795,WASHINGTON ST,2023-10-15T02:52:00.000,10,2023,RI Statute Violation,36-M,DAMAGED VEHICLE,1,Central Station,2023-00084795-001,None,None
2023-00502310,300 Block CANAL ST,2023-10-14T23:19:49.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502310-001,None,None
2023-00502309,F C GREENE MEMORIAL BLVD,2023-10-14T23:17:11.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502309-001,None,None
2023-00084703,ATWELLS AVE,2023-10-14T22:42:00.000,10,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station,2023-00084703-001,None,Larceny-theft
2023-00084698,ROSE AVE,2023-10-14T22:21:00.000,10,2023,Property Damage,Not Used,No violations,0,Central Station,2023-00084698-001,None,None
2023-00502308,ELMWOOD AVE,2023-10-14T21:56:50.000,10,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MTroia,2023-00502308-001,None,Larceny-theft
2023-00502307,NATURAL HISTORY AVE,2023-10-14T21:51:42.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502307-001,None,None
2023-00502294,CORNER OF HOSPITAL AND POINT,2023-10-13T16:07:03.000,10,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MTroia,2023-00502294-001,None,Larceny-theft
2023-00083882,8000 Block CHALKSTONE AVENUE,2023-10-12T09:46:00.000,10,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,Central Station,2023-00083882-001,None,None
2023-00502279,100 Block WASHINGON ST,2023-10-11T12:31:44.000,10,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00502279-001,None,Larceny-theft
2023-00502276,JOHNSON & WALES UNIVERSITY,2023-10-10T22:24:27.000,10,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField,2023-00502276-001,None,None
2023-00083015,0 Block KELLEY ST,2023-10-09T11:31:23.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JCortorreal,2023-00083015-001,None,None
2023-00502264,FRANCIS ST,2023-10-08T18:11:41.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502264-001,None,None
2023-00082452,0 Block E GERORGE ST,2023-10-07T13:43:15.000,10,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,CFernandez,2023-00082452-001,None,Larceny-theft
2023-00502256,ELM STREET,2023-10-07T10:51:15.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502256-001,None,None
2023-00502254,ELM ST,2023-10-07T09:44:03.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502254-001,None,None
2023-00081899,SAN SOUCI DR &  MANTON AVE,2023-10-06T01:08:00.000,10,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,BJohnson,2023-00081899-001,None,None
2023-00081899,SAN SOUCI DR &  MANTON AVE,2023-10-06T01:08:00.000,10,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,BJohnson,2023-00081899-002,None,Motor Vehicle Theft
2023-00081899,SAN SOUCI DR &  MANTON AVE,2023-10-06T01:08:00.000,10,2023,RI Statute Violation,11-1-6,CONSPIRACY - ALL OTH OFFENSE,1,BJohnson,2023-00081899-003,None,None
2023-00081899,SAN SOUCI DR &  MANTON AVE,2023-10-06T01:08:00.000,10,2023,Receiving Stolen Property,31-9-2,Possession of Stolen Vehicle or Parts,1,BJohnson,2023-00081899-004,None,None
2023-00081871,UNION AVE  &  SERVICE RD,2023-10-05T23:19:47.000,10,2023,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,KBaxter,2023-00081871-001,None,None
2023-00081830,0 Block PLEASANT VALLEY PKY,2023-10-05T20:20:37.000,10,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,RSanchez,2023-00081830-001,None,None
2023-00081633,100 Block ANGEL ST,2023-10-05T08:16:00.000,10,2023,Alarm-Residental,Not Used,No Violations,0,GPereira,2023-00081633-001,None,None
2023-00081492,ATWELLS AVE,2023-10-04T19:38:00.000,10,2023,Stolen Property,Not Used,No violations,0,Central Station,2023-00081492-001,None,None
2023-00502232,ADELAIDE ST,2023-10-04T14:10:04.000,10,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField,2023-00502232-001,None,None
2023-00081334,CRANSTON STREET,2023-10-04T09:47:00.000,10,2023,Prostitution,Not Used,"Under Investigation, Offense Pending",0,ECuri,2023-00081334-001,None,None
2023-00081306,300 Block WEST FOUNTAIN ST,2023-10-04T07:27:08.000,10,2023,Auto Towed,Not Used,Parking or MV Violation,0,JAbatiello,2023-00081306-001,None,None
2023-00080813,FRANCIS ST &  FINANCE WAY,2023-10-02T17:05:00.000,10,2023,"Assault,Simple",Not Used,"Under Investigation, Offense Pending",0,KHeron,2023-00080813-001,None,None
2023-00080742,SILVER SPRING ST,2023-10-02T14:20:00.000,10,2023,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,Central Station,2023-00080742-001,None,None
2023-00080484,BAILEY ST  &  WEBSTER AVE,2023-10-01T16:57:00.000,10,2023,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,MFigueroa,2023-00080484-001,None,None
2023-00502210,PINE ST,2023-10-01T09:18:57.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502210-001,None,None
2023-00502206,EDDY ST,2023-09-30T23:26:37.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502206-001,None,None
2023-00080019,200 Block SHIPYARD ST,2023-09-30T07:59:57.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NULL,2023-00080019-001,None,Larceny-theft
2023-00079927,SMITH ST,2023-09-29T23:16:00.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station,2023-00079927-001,None,None
2023-00079927,SMITH ST,2023-09-29T23:16:00.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,Central Station,2023-00079927-002,None,Larceny-theft
2023-00502195,SOUTH ST,2023-09-29T16:04:00.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502195-001,None,None
2023-00502192,SMITH,2023-09-29T06:30:42.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502192-001,None,None
2023-00079497,200 Block SPRAGUE AVE,2023-09-28T13:54:00.000,9,2023,Stolen Vehicle\Recovered,Not Used,No Violations,0,NULL,2023-00079497-001,None,None
2023-00079466,UNION AVE,2023-09-28T12:05:00.000,9,2023,Robbery,11-39-1,ROBBERY-2ND DEGREE,1,Central Station,2023-00079466-001,Robbery,None
2023-00079195,ORMS ST &  PARK ST,2023-09-27T12:13:00.000,9,2023,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,BMurphy,2023-00079195-001,None,None
2023-00079195,ORMS ST &  PARK ST,2023-09-27T12:13:00.000,9,2023,Tresspassing,11-44-26,WILLFUL TRESPASS,1,BMurphy,2023-00079195-002,None,None
2023-00079161,400 Block PLEASANT VALLEY PKY,2023-09-27T10:14:00.000,9,2023,Stolen Vehicle\Recovered,Not Used,No Violations,0,GScarcello,2023-00079161-001,None,None
2023-00079148,10  &  DEAN ST,2023-09-27T09:20:57.000,9,2023,Auto Towed,Not Used,Parking or MV Violation,0,JDeschamps,2023-00079148-001,None,None
2023-00078985,HILLWOOD ST  &  WEBSTER AVE,2023-09-26T19:41:00.000,9,2023,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,NEastman,2023-00078985-001,None,None
2023-00502160,FRIENDSHIP ST,2023-09-26T02:40:04.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00502160-001,None,Larceny-theft
2023-00078496,GREEN STREET,2023-09-25T08:29:00.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,Central Station,2023-00078496-001,None,Larceny-theft
2023-00502129,BATTEY STREET,2023-09-24T13:10:03.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502129-001,None,None
2023-00078214,N MAIN ST &  SMITH ST,2023-09-24T02:27:00.000,9,2023,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,LSan Lucas,2023-00078214-001,None,None
2023-00078214,N MAIN ST &  SMITH ST,2023-09-24T02:27:00.000,9,2023,DUI,31-27-2.1,Chemical Test Refusal,1,LSan Lucas,2023-00078214-002,None,None
2023-00078121,CRANSTON ST,2023-09-23T21:26:00.000,9,2023,Request for Assistance,Not Used,No violations,0,Central Station,2023-00078121-001,None,None
2023-00077993,BROAD ST,2023-09-23T10:50:00.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JAndrade,2023-00077993-001,None,None
2023-00077917,0 Block PLEASANT VALLEY,2023-09-23T02:55:13.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DPalumbo,2023-00077917-001,None,None
2023-00077917,0 Block PLEASANT VALLEY,2023-09-23T02:55:13.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,DPalumbo,2023-00077917-002,None,Larceny-theft
2023-00077915,AGNES ST,2023-09-23T02:55:00.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station,2023-00077915-001,None,Larceny-theft
2023-00077726,0 Block OBSORN ST,2023-09-22T17:37:11.000,9,2023,Request for Assistance,Not Used,No Violations,0,RSanchez,2023-00077726-001,None,None
2023-00077713,POE ST &  BAY ST,2023-09-22T17:11:00.000,9,2023,Narcotics Violation,Not Used,"Under Investigation, Offense Pending",0,DForte,2023-00077713-001,None,None
2023-00502117,SACKETT ST,2023-09-22T02:00:01.000,9,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00502117-001,None,Larceny-theft
2023-00077303,WEST FOUNTAIN ST,2023-09-21T13:30:00.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station,2023-00077303-001,None,Larceny-theft
2023-00077243,TRAVERSE ST & BESSIE WAY,2023-09-21T10:20:00.000,9,2023,Auto Towed,Not Used,Parking or MV Violation,0,AHampton,2023-00077243-001,None,None
2023-00077090,CHALKSTONE AVE,2023-09-20T20:09:00.000,9,2023,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,Central Station,2023-00077090-001,None,None
2023-00077073,CRANSTON ST,2023-09-20T18:48:48.000,9,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,ADeschamps,2023-00077073-001,None,None
2023-00076986,600 Block UNION ST,2023-09-20T14:22:47.000,9,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,ADeschamps,2023-00076986-001,None,None
2023-00076968,700 Block CAHIR ST,2023-09-20T13:42:00.000,9,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station,2023-00076968-001,None,None
2023-00076931,ORMS ST &  OVERPASS,2023-09-20T11:01:27.000,9,2023,"Assault, Simple",11-5-1,ASSAULT W/ INTENT TO COMMIT A FELONY - MINOR INJURY,1,ILiriano,2023-00076931-001,None,None
2023-00076891,300 Block BARROWS ST,2023-09-20T08:15:08.000,9,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,SSesay,2023-00076891-001,None,Motor Vehicle Theft
2023-00076392,PRAIRIE AVE,2023-09-18T12:09:00.000,9,2023,Suspicious Person,Not Used,No violations,0,Central Station,2023-00076392-001,None,None
2023-00076168,HARTFORD AVE,2023-09-17T18:12:00.000,9,2023,Stolen Vehicle\Recovered,Not Used,No violations,0,Central Station,2023-00076168-001,None,None
2023-00502091,0 Block ATWELLS,2023-09-16T20:39:59.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502091-001,None,None
2023-00502086,HUBER AVE,2023-09-16T13:23:01.000,9,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,MTroia,2023-00502086-001,None,Larceny-theft
2023-00502084,TOCKWOTTON ST,2023-09-16T10:19:01.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MTroia,2023-00502084-001,None,Larceny-theft
2023-00502078,SOUTH MAIN STREET,2023-09-15T16:35:47.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MTroia,2023-00502078-001,None,Larceny-theft
2023-00075294,MEMORIAL BLVD &  CRAWFORD ST,2023-09-14T23:20:00.000,9,2023,Traffic Violation,31-22-2,Restriction on Backing - Improper Backing,1,RAbenante,2023-00075294-001,None,None
2023-00075294,MEMORIAL BLVD &  CRAWFORD ST,2023-09-14T23:20:00.000,9,2023,Traffic Violation,31-16-5,Turn Signal Required,1,RAbenante,2023-00075294-002,None,None
2023-00075294,MEMORIAL BLVD &  CRAWFORD ST,2023-09-14T23:20:00.000,9,2023,DUI,31-27-2.1,Chemical Test Refusal,1,RAbenante,2023-00075294-003,None,None
2023-00075294,MEMORIAL BLVD &  CRAWFORD ST,2023-09-14T23:20:00.000,9,2023,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,RAbenante,2023-00075294-004,None,None
2023-00502072,WEYBOSSET ST,2023-09-14T21:37:28.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00502072-001,None,Larceny-theft
2023-00502071,0 Block MARKET ST,2023-09-14T19:50:24.000,9,2023,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,NField,2023-00502071-001,None,None
2023-00075179,DORRANCE ST &  FRANCIS ST,2023-09-14T16:28:00.000,9,2023,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,3,KHeron,2023-00075179-001,None,None
2023-00502066,STOKE ST,2023-09-14T06:21:04.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502066-001,None,None
2023-00502059,0 Block DE PENIDO ST,2023-09-13T08:25:39.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00502059-001,None,Larceny-theft
2023-00074766,0 Block PLEASANT VALLEY PKY,2023-09-13T06:00:30.000,9,2023,Auto Towed,Not Used,Parking or MV Violation,0,LPrete,2023-00074766-001,None,None
2023-00502057,EMPIRE ST,2023-09-12T16:05:47.000,9,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00502057-001,None,Larceny-theft
2023-00502051,N MAIN ST,2023-09-12T06:01:48.000,9,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00502051-001,None,Larceny-theft
2023-00502048,100 Block CALVERLEY  ST ST,2023-09-11T18:06:30.000,9,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00502048-001,None,Larceny-theft
2023-00502043,TANNER ST,2023-09-10T19:45:38.000,9,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,MTroia,2023-00502043-001,None,Larceny-theft
2023-00073937,VELLEY STREET & GENNARO PLAZA,2023-09-10T13:50:09.000,9,2023,Auto Towed,Not Used,Parking or MV Violation,0,JLugo,2023-00073937-001,None,None
2023-00502039,CLIFFORD X E FRANKLIN ST,2023-09-10T11:00:02.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MTroia,2023-00502039-001,None,Larceny-theft
2023-00502037,TROY,2023-09-10T04:51:42.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MTroia,2023-00502037-001,None,Larceny-theft
2023-00502036,TROY,2023-09-10T04:17:27.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502036-001,None,None
2023-00073690,CANAL ST,2023-09-09T22:21:07.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MDuffy,2023-00073690-001,None,Larceny-theft
2023-00073669,CANAL ST,2023-09-09T21:22:47.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MDuffy,2023-00073669-001,None,Larceny-theft
2023-00502030,PALLAS ST,2023-09-09T15:57:29.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502030-001,None,None
2023-00502026,PINE ST,2023-09-09T09:04:56.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502026-001,None,None
2023-00502025,MELROSE AVE,2023-09-09T08:48:40.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502025-001,None,None
2023-00073457,0 Block PLEASANT VALLEY PKY,2023-09-09T05:52:00.000,9,2023,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,RSavage,2023-00073457-001,None,Larceny-theft
