casenumber,location,reported_date,month,year,offense_desc,statute_code,statute_desc,counts,reporting_officer,unique_id,violent_cat,property_cat
2025-00502172,400 BlockS MAIN ST,2025-11-09T12:37:26.000,11,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00502172-001,,
2025-00502173,312 W MAIN RD,2025-11-09T12:32:42.000,11,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00502173-001,,
2025-00090275,0 Block PLEASANT VALLEY PKY,2025-11-09T10:55:00.000,11,2025,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,RByfield,2025-00090275-001,,
2025-00090275,0 Block PLEASANT VALLEY PKY,2025-11-09T10:55:00.000,11,2025,Traffic Violation,31-13-6(c)(1),Eluding Traffic Light - Specification and Meaning,1,RByfield,2025-00090275-002,,
2025-00090275,0 Block PLEASANT VALLEY PKY,2025-11-09T10:55:00.000,11,2025,Traffic Violation,31-8-3,Improper Use of Evidence of Registration or Certificate,1,RByfield,2025-00090275-003,,
2025-00090275,0 Block PLEASANT VALLEY PKY,2025-11-09T10:55:00.000,11,2025,Traffic Violation,31-3-1,Operation of Unregistered Vehicle,1,RByfield,2025-00090275-004,,
2025-00090275,0 Block PLEASANT VALLEY PKY,2025-11-09T10:55:00.000,11,2025,Traffic Violation,31-47-9,Operating a MV without Evidence of Insurance,1,RByfield,2025-00090275-005,,
2025-00090275,0 Block PLEASANT VALLEY PKY,2025-11-09T10:55:00.000,11,2025,Traffic Violation,31-22-22 (b),No Chile Restraint/Seat Belt/Not B Seat,1,RByfield,2025-00090275-006,,
2025-00502176,POE ST,2025-11-09T02:25:21.000,11,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ADecristofano,2025-00502176-001,,Larceny-theft
2025-00502180,SW SHIP ST,2025-11-08T12:38:33.000,11,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ADecristofano,2025-00502180-001,,Larceny-theft
2025-00502183,N MAIN ST,2025-11-07T21:21:36.000,11,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00502183-001,,
2025-00502184,PARK ST,2025-11-07T19:53:47.000,11,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ADecristofano,2025-00502184-001,,Larceny-theft
2025-00502117,TOCKWOTTON ST,2025-11-07T02:08:56.000,11,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00502117-001,,
2025-00502118,W MAIN BLVD,2025-11-07T00:53:26.000,11,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ADecristofano,2025-00502118-001,,Larceny-theft
2025-00502119,0 BlockW EXCHANGE ST,2025-11-07T00:33:23.000,11,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,ADecristofano,2025-00502119-001,,Larceny-theft
2025-00089468,ST JAMES ST / GLENHAM ST,2025-11-06T14:39:00.000,11,2025,Traffic Violation,31-27-4,"Reckless Driving, Drag Racing - Attempting to Elude",1,RMalloy,2025-00089468-001,,
2025-00089468,ST JAMES ST / GLENHAM ST,2025-11-06T14:39:00.000,11,2025,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,RMalloy,2025-00089468-002,,
2025-00502123,100 BlockE MANNING ST,2025-11-06T14:33:25.000,11,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,ADecristofano,2025-00502123-001,,Larceny-theft
2025-00502124,RESERVIOR AVE,2025-11-06T14:27:19.000,11,2025,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,ADecristofano,2025-00502124-001,,
2025-00502099,S NORTH MAIN,2025-11-05T19:38:39.000,11,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00502099-001,,
2025-00089255,CRANSTON ST,2025-11-05T18:14:00.000,11,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station,2025-00089255-001,,
2025-00502102,N N MAIN ST ST,2025-11-05T14:53:01.000,11,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00502102-001,,
2025-00502109,600 Block PAWTUCKET AV,2025-11-04T20:16:21.000,11,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00502109-001,,
2025-00088989,300 BlockW FOUNTAIN ST,2025-11-04T18:45:00.000,11,2025,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,Central Station,2025-00088989-001,,Larceny-theft
2025-00502086,ALTO,2025-11-03T23:21:04.000,11,2025,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,ADecristofano,2025-00502086-001,,
2025-00502088,FC GREENE MEMORIAL BLVD,2025-11-03T19:23:10.000,11,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00502088-001,,
2025-00502090,ARNOLD ST,2025-11-03T12:36:24.000,11,2025,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,ADecristofano,2025-00502090-001,,
2025-00502091,1000 BlockN MAIN ST,2025-11-03T12:03:04.000,11,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00502091-001,,
2025-00088535,HUNTINGTON AVE / CRANSTON ST,2025-11-03T03:40:37.000,11,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,BJohnson,2025-00088535-001,,
2025-00088527,ADMIRAL ST,2025-11-03T01:57:09.000,11,2025,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,MLombardi,2025-00088527-001,,
2025-00088433,AMHERST ST,2025-11-02T15:31:00.000,11,2025,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,PGinolfi,2025-00088433-001,Aggravated Assault,
2025-00502014,200 Block FOUNTAIN ST,2025-11-02T13:44:41.000,11,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00502014-001,,
2025-00088355,CRANSTON ST,2025-11-02T09:32:00.000,11,2025,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2,MLeclerc,2025-00088355-001,,
2025-00088287,CLIFFORD ST,2025-11-02T01:55:07.000,11,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MDuffy,2025-00088287-001,,Larceny-theft
2025-00088287,CLIFFORD ST,2025-11-02T01:55:07.000,11,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MDuffy,2025-00088287-002,,
2025-00088125,600 Block PAWTUCKET AV,2025-11-01T15:34:00.000,11,2025,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,Central Station,2025-00088125-001,,
2025-00088125,600 Block PAWTUCKET AV,2025-11-01T15:34:00.000,11,2025,Warrant\Capias,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,Central Station,2025-00088125-002,,
2025-00502028,EATON ST,2025-11-01T11:36:36.000,11,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00502028-001,,
2025-00502031,200 Block SHIPYARD ST,2025-11-01T09:43:44.000,11,2025,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,ADecristofano,2025-00502031-001,,
2025-00502032,SPRUCE ST,2025-11-01T09:40:29.000,11,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ADecristofano,2025-00502032-001,,Larceny-theft
2025-00502034,N MAIN ST,2025-11-01T03:35:11.000,11,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00502034-001,,
2025-00502035,CLIFFORD ST RD,2025-11-01T03:05:02.000,11,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00502035-001,,
2025-00087986,CLIFFORD ST,2025-11-01T02:56:00.000,11,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station,2025-00087986-001,,Larceny-theft
2025-00087989,900 BlockN MAIN ST,2025-11-01T02:37:31.000,11,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,JBibeault,2025-00087989-001,,Larceny-theft
2025-00087989,900 BlockN MAIN ST,2025-11-01T02:37:31.000,11,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JBibeault,2025-00087989-002,,
2025-00502039,BROA STREET,2025-10-31T15:41:47.000,10,2025,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,ADecristofano,2025-00502039-001,,
2025-00087603,SPRUCE ST,2025-10-30T22:01:00.000,10,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station,2025-00087603-001,,Larceny-theft
2025-00087567,AMERICA ST,2025-10-30T19:29:00.000,10,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station,2025-00087567-001,,Larceny-theft
2025-00087566,AMERICA ST,2025-10-30T19:28:00.000,10,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station,2025-00087566-001,,
2025-00087517,DODGE ST,2025-10-30T16:23:00.000,10,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station,2025-00087517-001,,
2025-00087413,CALLA STREET,2025-10-30T10:05:00.000,10,2025,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station,2025-00087413-001,,
2025-00086980,200 BlockN MAIN ST,2025-10-28T15:00:00.000,10,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station,2025-00086980-001,,
2025-00502071,HARBORSIDE BLVD,2025-10-28T12:14:07.000,10,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00502071-001,,
2025-00502072,JUDITH,2025-10-28T12:03:58.000,10,2025,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,ADecristofano,2025-00502072-001,,
2025-00086754,LAUREL HILL AVE / PLAINFIELD ST,2025-10-27T16:39:09.000,10,2025,Traffic Violation,31-26-2,Duty to Stop in Accidents Resulting in Damage to Attended Vehicles,1,FLopez,2025-00086754-001,,
2025-00086754,LAUREL HILL AVE / PLAINFIELD ST,2025-10-27T16:39:09.000,10,2025,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,FLopez,2025-00086754-002,,
2025-00086737,1100 BlockN MAIN ST,2025-10-27T14:10:23.000,10,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MGammino,2025-00086737-001,,Larceny-theft
2025-00502078,1100 BlockN MAIN ST,2025-10-27T13:29:48.000,10,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,ADecristofano,2025-00502078-001,,Larceny-theft
2025-00501980,PEACH LOOP,2025-10-27T09:50:17.000,10,2025,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,ADecristofano,2025-00501980-001,,
2025-00086637,UNION AVE,2025-10-27T07:58:00.000,10,2025,Lost Article,Not Used,No violations,0,Central Station,2025-00086637-001,,
2025-00086628,0 BlockW CLIFFORD ST,2025-10-27T06:09:51.000,10,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,THoulihan,2025-00086628-001,,
2025-00086622,0 BlockW EXCHANGE ST,2025-10-27T05:07:11.000,10,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,ADaCruz,2025-00086622-001,,Larceny-theft
2025-00501982,PEMBROKE AVE,2025-10-26T14:44:32.000,10,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501982-001,,
2025-00501984,FRIENDSHIP ST,2025-10-26T11:44:59.000,10,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501984-001,,
2025-00501985,FRIENDSHIP ST,2025-10-26T11:14:24.000,10,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501985-001,,
2025-00501988,PEACE ST AVE,2025-10-26T04:03:36.000,10,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501988-001,,
2025-00501991,NORTH MAIN ST ST,2025-10-25T23:06:09.000,10,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501991-001,,
2025-00501993,NORTH MAIN ST,2025-10-25T22:24:39.000,10,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ADecristofano,2025-00501993-001,,Larceny-theft
2025-00085963,WALSH ST,2025-10-24T19:57:00.000,10,2025,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,JMontano,2025-00085963-001,,
2025-00085963,WALSH ST,2025-10-24T19:57:00.000,10,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,JMontano,2025-00085963-002,,
2025-00502002,GORDON AVE,2025-10-24T14:21:44.000,10,2025,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,ADecristofano,2025-00502002-001,,
2025-00085709,CRANSTON ST / BENEDICT ST,2025-10-23T23:59:00.000,10,2025,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,3,BMacedo,2025-00085709-001,,
2025-00502008,SALMON ST,2025-10-23T16:07:18.000,10,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,ADecristofano,2025-00502008-001,,Larceny-theft
2025-00085602,SILVER SPRING ST,2025-10-23T15:46:55.000,10,2025,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,IQuinn,2025-00085602-001,,Larceny-theft
2025-00502009,N/A,2025-10-23T12:45:20.000,10,2025,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,ADecristofano,2025-00502009-001,,
2025-00085474,1100 BlockN MAIN ST,2025-10-23T07:14:09.000,10,2025,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,IBarbosa,2025-00085474-001,,Larceny-theft
2025-00085385,600 Block PAWTUCKET AV,2025-10-22T18:32:04.000,10,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTueros,2025-00085385-001,,
2025-00085254,ELMWOOD AV,2025-10-22T10:13:00.000,10,2025,Lost Article,Not Used,No violations,0,Central Station,2025-00085254-001,,
2025-00501963,PRESTON ST,2025-10-22T10:00:57.000,10,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,ADecristofano,2025-00501963-001,,Larceny-theft
2025-00085242,1000 BlockN MAIN ST,2025-10-22T09:35:30.000,10,2025,Larceny from Building,11-41-1,LARCENY/O $1500 - FROM BLD,1,JMadeira,2025-00085242-001,,Larceny-theft
2025-00501964,BANDERA ST,2025-10-22T00:57:11.000,10,2025,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,ADecristofano,2025-00501964-001,,
2025-00501968,PULASKI ST,2025-10-21T17:20:13.000,10,2025,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,ADecristofano,2025-00501968-001,,
2025-00085039,1100 BlockN MAIN ST,2025-10-21T14:11:06.000,10,2025,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,JMadeira,2025-00085039-001,,Larceny-theft
2025-00501972,ROYAL LITTLE DR,2025-10-21T14:00:58.000,10,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501972-001,,
2025-00084996,FOUNTAIN ST / MATHEWSON ST,2025-10-21T11:44:00.000,10,2025,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,ASantos,2025-00084996-001,,
2025-00501977,PAVILION AVE,2025-10-21T11:20:26.000,10,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501977-001,,
2025-00501978,W RIVER ST. PKWY,2025-10-21T10:07:51.000,10,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501978-001,,
2025-00501953,1000 BlockN MAIN ST,2025-10-20T17:23:15.000,10,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ADecristofano,2025-00501953-001,,Larceny-theft
2025-00501906,CRANSTON ST,2025-10-19T23:24:46.000,10,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ADecristofano,2025-00501906-001,,Larceny-theft
2025-00501907,1000 BlockN MAIN ST,2025-10-19T21:53:00.000,10,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ADecristofano,2025-00501907-001,,Larceny-theft
2025-00501908,CLIFFORD,2025-10-19T20:36:21.000,10,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501908-001,,
2025-00501912,N/A,2025-10-19T15:50:30.000,10,2025,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,ADecristofano,2025-00501912-001,,
2025-00501916,FRIENDSHIP ST,2025-10-19T04:27:39.000,10,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ADecristofano,2025-00501916-001,,Larceny-theft
2025-00501917,ALLEN RD,2025-10-19T03:42:28.000,10,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ADecristofano,2025-00501917-001,,Larceny-theft
2025-00501920,KNIGHT ST,2025-10-19T02:06:42.000,10,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,ADecristofano,2025-00501920-001,,Larceny-theft
2025-00501922,SPRUCE ST,2025-10-19T01:07:00.000,10,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ADecristofano,2025-00501922-001,,Larceny-theft
2025-00501928,BRANCH AVE,2025-10-18T12:41:47.000,10,2025,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,ADecristofano,2025-00501928-001,,
2025-00501932,GREEN ST,2025-10-18T10:09:58.000,10,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501932-001,,
2025-00501934,3 BOXWOOD DR,2025-10-18T08:41:25.000,10,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501934-001,,
2025-00084038,FRANCIS ST &  MEMORIAL BLVD,2025-10-18T02:30:00.000,10,2025,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,LRamalho,2025-00084038-001,,
2025-00501935,N MAIN STREET,2025-10-18T01:41:26.000,10,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ADecristofano,2025-00501935-001,,Larceny-theft
2025-00084026,1200 BlockN MAIN ST,2025-10-18T01:32:16.000,10,2025,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,JLewis,2025-00084026-001,,
2025-00501937,TOCKWOTTON ST,2025-10-17T23:36:55.000,10,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ADecristofano,2025-00501937-001,,Larceny-theft
2025-00083970,MANTON  &  LIBRARY CT,2025-10-17T22:05:00.000,10,2025,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,NColicci,2025-00083970-001,,
2025-00083970,MANTON  &  LIBRARY CT,2025-10-17T22:05:00.000,10,2025,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,NColicci,2025-00083970-002,,
2025-00083970,MANTON  &  LIBRARY CT,2025-10-17T22:05:00.000,10,2025,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,NColicci,2025-00083970-003,,
2025-00501940,300 BlockW RIVER ST,2025-10-17T16:18:32.000,10,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,ADecristofano,2025-00501940-001,,Larceny-theft
2025-00083747,LOCKWOOD STREET,2025-10-17T09:46:00.000,10,2025,Motor Vehicle Theft,11-41-1,LARCENY/U $1500 - AUTO THEFT,1,Central Station,2025-00083747-001,,Motor Vehicle Theft
2025-00083734,0 BlockW EXCHANGE ST,2025-10-17T09:04:00.000,10,2025,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,MLeclerc,2025-00083734-001,,Motor Vehicle Theft
2025-00083655,BUCKLIN ST,2025-10-16T22:31:39.000,10,2025,Burglary,11-8-5,B&E OTHER BUILDING W/CRIM INTENT,1,SSesay,2025-00083655-001,,Burglary
2025-00083655,BUCKLIN ST,2025-10-16T22:31:39.000,10,2025,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,SSesay,2025-00083655-002,,Larceny-theft
2025-00083560,700 BlockN MAIN ST,2025-10-16T14:30:42.000,10,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MTueros,2025-00083560-001,,Larceny-theft
2025-00501891,26 MANHATTAN ST ST,2025-10-16T13:00:18.000,10,2025,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,ADecristofano,2025-00501891-001,,
2025-00501895,RANDALL,2025-10-16T10:11:54.000,10,2025,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,ADecristofano,2025-00501895-001,,
2025-00083443,FAIRMOUNT AVE,2025-10-16T05:34:54.000,10,2025,Robbery,11-39-1,ROBBERY-2ND DEGREE,1,GSans-Souci,2025-00083443-001,Robbery,
2025-00501881,0 BlockW EXCHANGE ST,2025-10-15T08:02:07.000,10,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ADecristofano,2025-00501881-001,,Larceny-theft
2025-00501882,HOMELAND ST,2025-10-14T19:21:27.000,10,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501882-001,,
2025-00501883,PECKHAM,2025-10-14T18:03:06.000,10,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,ADecristofano,2025-00501883-001,,Larceny-theft
2025-00082960,600 BlockN MAIN ST,2025-10-14T09:02:39.000,10,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,JMadeira,2025-00082960-001,,Larceny-theft
2025-00501853,200 BlockS MAIN ST,2025-10-13T17:07:06.000,10,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ADecristofano,2025-00501853-001,,Larceny-theft
2025-00082851,0 Block PLEASANT VALLEY PKY,2025-10-13T16:20:00.000,10,2025,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,RFernandes,2025-00082851-001,,
2025-00082851,0 Block PLEASANT VALLEY PKY,2025-10-13T16:20:00.000,10,2025,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,RFernandes,2025-00082851-002,,
2025-00082812,DEAN ST / SPRUCE ST,2025-10-13T13:40:34.000,10,2025,Traffic Violation,31-47-9,Operating a MV without Evidence of Insurance,1,RByfield,2025-00082812-001,,
2025-00082812,DEAN ST / SPRUCE ST,2025-10-13T13:40:34.000,10,2025,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,RByfield,2025-00082812-002,,
2025-00082812,DEAN ST / SPRUCE ST,2025-10-13T13:40:34.000,10,2025,Traffic Violation,31-16-5,Turn Signal Required,1,RByfield,2025-00082812-003,,
2025-00501855,SOUTH ST,2025-10-13T11:06:21.000,10,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ADecristofano,2025-00501855-001,,Larceny-theft
2025-00501856,F C GREENE MEMORIAL BLVD,2025-10-13T10:39:35.000,10,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501856-001,,
2025-00501858,MEETING,2025-10-12T23:12:36.000,10,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501858-001,,
2025-00501860,SOUTH WATER ST ST,2025-10-12T22:12:12.000,10,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ADecristofano,2025-00501860-001,,Larceny-theft
2025-00082643,PINE ST,2025-10-12T17:17:00.000,10,2025,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,Central Station,2025-00082643-001,,Motor Vehicle Theft
2025-00501862,UNION AVE,2025-10-12T14:20:37.000,10,2025,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,ADecristofano,2025-00501862-001,,
2025-00501865,PURITAN DR,2025-10-12T11:56:52.000,10,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,ADecristofano,2025-00501865-001,,Larceny-theft
2025-00501876,"TOCKWOTTON ST PROVIDENCE, RI",2025-10-10T15:49:54.000,10,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501876-001,,
2025-00081935,ELMWOOD AVE,2025-10-10T11:58:00.000,10,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station,2025-00081935-001,,Larceny-theft
2025-00081759,700 BlockN MAIN ST,2025-10-09T18:57:23.000,10,2025,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,JGuiot,2025-00081759-001,,
2025-00081759,700 BlockN MAIN ST,2025-10-09T18:57:23.000,10,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,JGuiot,2025-00081759-002,,Larceny-theft
2025-00081610,THAYER ST,2025-10-09T09:15:00.000,10,2025,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station,2025-00081610-001,,
2025-00501821,1100 BlockN MAIN ST,2025-10-07T16:03:13.000,10,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501821-001,,
2025-00501829,200 BlockS MAIN ST,2025-10-07T04:20:14.000,10,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501829-001,,
2025-00080843,EXCHANGE ST / MEMORIAL BLVD,2025-10-06T13:55:00.000,10,2025,Traffic Violation,31-3-1,Operation of Unregistered Vehicle,1,MTroia,2025-00080843-001,,
